amount,industry,dma,gender
17.6,6961,1,0
18.9,101,1,0
20,3891,1,0
28.29,101,1,2
2.37,5231,1,0
288.2,3001,1,0
31.86,9861,1,2
207.16,3541,1,0
675,7131,1,0
17.2,3971,1,1
19.95,9001,1,1
98.1,7091,1,0
81.25,9861,1,2
25,3601,1,0
255.3,2271,1,0
114.06,101,1,2
82.1,4571,1,1
695,8171,1,0
35,1571,1,2
9.14,1701,1,0
43.17,101,1,2
28.96,101,1,1
13.68,9861,1,0
127.53,5181,1,0
39.87,6991,1,0
88.9,9861,1,2
286.97,4071,1,2
14.12,3561,1,0
1299.95,6581,1,0
50,6131,1,2
12.11,5181,1,0
499.49,9001,1,0
100,3431,1,0
30.37,3971,1,1
31.9,9751,1,0
4.21,5231,1,0
20.51,3561,1,0
9.59,7561,1,0
97,5981,1,2
92.01,4181,1,0
6.56,1701,1,0
25,1701,1,1
5.04,7281,1,0
40,6741,1,0
62.87,4121,1,1
1779,7931,1,0
51,101,1,0
3.6,1211,1,0
147.39,9861,1,0
9.99,9761,1,0
27.25,9861,1,0
16.57,9861,1,0
65,6171,1,0
220,9911,1,0
37.82,4621,1,1
87.58,4271,1,0
107.65,2531,1,1
21.98,4071,1,2
52.56,251,1,0
1.99,9761,1,1
100,4431,1,0
206.1,6131,1,2
31,4431,1,1
1807.83,8941,1,0
10.85,1701,1,0
4.5,9761,1,2
60.44,871,1,0
5,8701,1,0
680.82,5181,1,1
75,4671,1,1
273.76,4121,1,1
100,7291,1,0
30,7721,1,0
71.38,3561,1,0
56.5,7281,1,0
108.85,4071,1,1
10,6991,1,1
286,5841,1,0
133.88,2121,1,2
24.38,6991,1,1
67.39,5521,1,1
54.64,4561,1,2
246.37,3001,1,0
45,9151,1,0
67.13,7291,1,0
168.77,9861,1,1
5.14,251,1,0
100,351,1,0
11.08,1701,1,0
13.9,821,1,1
3.39,7291,1,0
16,8491,1,0
1.1,8491,1,0
60.02,3561,1,1
1.06,9761,1,1
28.99,4071,1,2
94.48,5181,1,1
316.99,9861,1,1
213.96,5181,1,2
8.56,1701,1,2
22.23,4291,1,1
38.76,9861,1,1
10,8701,1,0
74.97,4561,1,2
68.51,9861,1,1
51,7221,1,0
9131.62,8921,1,1
30,7481,1,0
75,3561,1,1
269.17,4151,1,1
21.99,4171,1,2
17.02,3971,1,0
29.99,4071,1,2
165,4281,1,2
906.2,8951,1,1
5.49,4291,1,1
7,3971,1,0
5,3971,1,0
389.87,4151,1,1
29.97,9951,1,2
139.5,5521,1,2
25.05,3601,1,1
48.3,3431,1,2
92.54,4151,1,1
3602.8,7931,1,1
14.45,9751,1,1
93.89,4151,1,1
174.92,2271,1,1
21.73,4601,1,1
4.33,1701,1,1
575.44,101,1,0
109.95,9671,1,1
500,7481,1,2
29.48,101,1,0
33.89,1701,1,0
5.24,251,1,0
15.2,101,1,0
3.52,4181,1,0
46.3,2201,1,0
124.8,1891,1,0
7.48,1701,1,0
7.12,5181,5001,1
168.78,4281,5001,1
137.14,831,5001,1
130,101,5001,1
131.28,4111,5001,1
64.43,9861,5001,1
6.49,9371,5001,1
1597.77,2281,5001,1
15.98,4141,5001,0
134.48,2281,5001,0
133.89,4271,5001,0
101.98,4171,5001,0
94.55,2271,5001,0
21.35,3971,5011,1
15.43,3971,5011,0
486.18,3001,5011,0
15.88,9861,5011,0
29.9,9301,5011,0
49.98,4141,5011,0
9.8,3971,5011,2
6.38,4571,5011,1
20,3891,5011,0
390,7481,5011,0
70.55,9861,5011,0
239.47,6821,5011,0
26.05,7281,5011,2
28,5611,5011,0
10.62,2161,5011,1
158.85,9371,5011,0
140,7481,5011,0
15,4571,5011,1
25,1701,5011,0
56.09,101,5011,2
150,6771,5011,0
44.31,6741,5011,2
0.99,9761,5011,0
74.64,7221,5011,0
7.48,1701,5011,2
682.46,4141,5011,0
43.25,3561,5011,0
74.3,2261,5011,0
20.97,4571,5011,0
2348.2,9991,5011,0
55.72,9861,5011,0
9.75,9751,5011,0
5.72,1701,5011,1
24.15,3971,5011,0
311.8,4141,5011,1
21.31,7091,5011,0
49.99,9861,5011,0
20,4151,5011,2
17.65,9761,5011,0
11.33,3971,5011,2
4.04,5611,5011,1
506.69,9201,5011,2
73.71,251,5011,2
10.95,6141,5011,0
619.49,9861,5011,2
5.04,101,5011,1
31.34,101,5011,0
14.88,4181,5011,0
56.02,9861,5011,0
68.71,7281,5011,1
167,9101,5011,1
2100.41,4631,5011,0
6.7,9751,5011,0
699.75,3241,5011,0
5.39,101,5011,1
37,101,5011,0
171,3241,5011,0
13.01,1021,5011,0
15.16,101,5011,0
2.99,6851,5011,1
198.31,4561,5011,1
36,101,5011,1
6.55,3971,5011,0
3.99,4881,5011,0
25,3601,5011,0
13.16,6361,5011,0
155.01,9861,5011,0
45.51,1701,5011,2
3,3891,5011,0
28.31,1701,5011,1
229.42,6151,5011,0
1000,1341,5011,0
212.45,4071,5011,2
14.92,981,5011,0
25,3601,5011,1
19.8,5181,5011,2
24.83,101,5011,2
43.83,3971,5011,1
10.06,6441,5011,0
11.69,1701,5011,0
215.41,6151,5011,0
16.98,5181,5011,0
18.56,5181,5011,0
241.93,4041,5011,0
142.04,7221,5011,1
47.29,9861,5011,1
148.02,101,5011,1
13,2581,5011,1
25.13,191,5011,2
100.46,871,5011,0
34.95,9861,5011,2
24.29,7281,5011,0
49.84,5981,5011,0
1.39,3971,5011,0
38.29,101,5011,0
1370.26,2281,5011,1
69,9861,5011,0
7.99,9861,5011,1
25.78,101,5011,2
40,9671,5011,1
10.25,2581,5011,2
34,101,5011,0
22.98,9861,5011,0
81,2581,5011,1
19.99,7091,5011,0
18,9861,5011,0
66.78,101,5011,0
199,7091,5011,0
59.99,4431,5011,1
24.97,3781,5011,1
95,9121,5011,0
36.19,4291,5011,0
57.14,9861,5011,0
236.18,3001,5011,0
5.5,7091,5011,2
36.39,101,5011,2
6.98,3971,5011,0
53.42,9861,5011,1
97.41,5571,5011,0
181.89,191,5011,0
169.16,101,5011,0
35.24,4571,5011,1
9.99,9761,5011,0
45.04,5181,5011,0
49,2531,5011,0
488,7131,5011,0
16.33,4171,5011,1
172.64,4451,5011,0
40.01,101,5011,1
14.5,4361,5011,0
464.61,2281,5011,0
12.77,1701,5011,0
9.99,9761,5011,2
85.77,9861,5011,0
14.38,101,5011,0
945,9031,5011,1
39.94,101,5011,1
142,7481,5011,0
22.6,5181,5011,1
586.43,4691,5011,2
13.66,1021,5011,0
16.31,4571,5011,0
146.62,6101,5011,2
8.52,4571,5011,0
68.59,1021,5011,1
500,6991,5011,2
102.05,101,5011,0
82.76,3431,5011,1
17.75,3971,5011,1
12.33,101,5011,1
6.06,3971,5011,0
3.5,7091,5011,2
49.99,4181,5011,2
24,3351,5011,0
19.99,6581,5011,0
20.68,4271,5011,1
11.5,2581,5011,0
636.65,9861,5011,2
1000,4111,5011,0
99,4361,5011,0
65.99,6161,5011,0
21.3,9861,5011,1
302.8,4071,5011,1
906.04,2271,5011,0
31.54,5181,5011,2
27,9001,5011,0
43.54,251,5011,1
18,6991,5011,1
209.99,9861,5011,0
38.11,7071,5011,1
9.1,3971,5011,0
12.87,5181,5011,2
38.61,4671,5011,0
19.15,5041,5011,2
80.55,4651,5011,1
391.53,9861,5011,0
266.6,251,5011,0
69.96,5181,5011,1
10.99,191,5011,0
55,4581,5011,1
21.77,5041,5011,2
69.97,4071,5011,1
33.28,3561,5011,0
46.66,441,5011,2
100.6,101,5011,1
84.24,101,5011,0
10.33,3971,5011,0
6.05,3971,5011,0
11.54,1701,5011,1
41.9,2581,5011,0
249.6,4191,5011,2
13.07,6741,5011,2
5.6,3001,5011,2
104.52,3431,5011,1
24.93,2161,5011,0
35.16,4571,5011,0
496.06,9861,5011,0
163.23,3841,5011,0
17.23,1701,5011,1
79.37,4121,5011,1
13.5,9751,5011,0
2.72,101,5011,1
108.86,9861,5011,2
2.75,101,5011,0
41.89,7281,5011,1
34.52,4571,5011,1
182.38,9861,5011,0
183.24,101,5011,0
21.78,4281,5011,0
4.99,9861,5011,2
15.67,1701,5011,1
2.99,9761,5011,0
66.77,4071,5011,1
69.63,4371,5011,1
24.5,3971,5011,0
10.73,9761,5011,0
1,9761,5011,0
158.92,101,5011,2
45,3351,5011,0
13.5,2581,5011,0
97.5,3971,5011,0
123.43,101,5011,0
37.45,5291,5011,0
10.65,821,5011,2
20,2581,5011,0
24.48,4071,5011,2
47.15,5181,5011,0
77.03,6311,5011,0
310.49,1041,5011,0
53.17,4571,5011,1
12.5,9391,5011,1
5,4571,5011,0
37.31,4991,5011,0
12.95,9231,5011,1
11.34,4571,5011,1
192.47,6161,5011,2
249.83,4121,5011,1
27.96,3971,5011,1
21.76,4531,5011,1
44,6581,5011,1
10.65,821,5011,0
95,3351,5011,0
18.69,9861,5011,2
22.56,3971,5011,0
21.5,3891,5011,1
75.2,2201,5011,0
13.59,1701,5011,0
59.94,3561,5011,0
222,9081,5011,0
4.89,2171,5011,1
13.85,5611,5011,2
51.94,7281,5011,0
55.07,101,5011,1
11.44,3971,5011,0
69,5611,5011,0
14.99,9761,5011,0
3.59,5181,5011,0
26.94,9861,5011,0
10,101,5011,0
146.07,9861,5011,0
63.95,4901,5011,0
2900.71,4621,5011,2
99.63,441,5011,1
26.67,101,5011,0
200.51,9861,5011,2
211.25,4141,5011,0
2.66,4151,5011,2
416,9381,5011,0
2250,9241,5011,0
9.3,3971,5011,1
12.34,101,5011,1
54.95,4601,5011,2
237.64,4291,5011,0
70,7481,5011,0
19.61,5181,5011,0
93.03,4121,5011,1
24.99,9861,5011,0
21.15,4571,5011,0
1,3351,5011,0
5.82,6991,5011,0
12.87,5181,5011,0
20.13,4571,5011,1
4.34,6741,5011,0
51.93,101,5011,0
30,9241,5011,2
350,9021,5011,0
26.95,4881,5011,0
44.95,4571,5011,0
8.85,3971,5011,0
35.72,4291,5011,0
32.5,6581,5011,0
3.07,1701,5011,2
171.19,6171,5011,0
31000,5221,5011,0
795,6051,5011,0
26.65,9101,5011,2
68.96,101,5011,1
254.63,4651,5011,1
41.08,4991,5011,0
872,7221,5011,0
7.98,5181,5011,1
69.68,9861,5011,0
39.99,6141,5011,0
42.6,8701,5011,0
3.47,2171,5011,0
39.65,4281,5011,1
364.24,4431,5011,1
249.01,4121,5011,1
14,3351,5011,0
353.67,6171,5011,0
20.39,3971,5011,0
20.9,1701,5011,2
1.64,6441,5011,0
10.64,4071,5011,2
100,4151,5011,0
36.14,9861,5011,0
7.28,9861,5011,1
192.9,4431,5011,2
1000,4121,5011,0
180,7571,5011,0
50,7481,5011,0
42.54,6741,5011,1
121.98,6581,5011,2
7.95,6581,5011,1
38.96,4991,5011,0
38,101,5011,2
2.21,1701,5011,2
38.22,9861,5011,1
107.49,101,5011,0
54.9,101,5011,0
162.98,4571,5011,1
271.67,3241,5011,0
500,9001,5011,2
259.91,4151,5011,1
32.26,3971,5011,1
9.03,1701,5011,0
2853.6,5221,5011,0
96.66,101,5011,1
76.66,4571,5011,2
29.82,4151,5011,0
6.7,9751,5011,1
62.59,5291,5011,0
70,9241,5011,0
386.44,5221,5011,2
1.27,1701,5011,2
100.74,5181,5011,0
4.9,1701,5011,0
30.9,4571,5011,1
35.99,4991,5011,0
432.37,3001,5011,2
127.16,5221,5011,1
47.88,4281,5011,1
11.76,3971,5011,0
19.6,8951,5011,0
5.41,4671,5011,1
21.99,7221,5011,1
144.95,6161,5011,0
19.26,5291,5011,0
35.75,3561,5011,0
124.07,1311,5011,1
22.17,9861,5011,0
14.95,9761,5011,0
676.08,4641,5011,1
109.73,7221,5011,0
39.18,4991,5011,0
360,4471,5011,1
33.69,4371,5011,2
2.22,4571,5011,1
7.59,5181,5011,0
83.6,7091,5011,1
404.55,2281,5011,0
30.25,9101,5011,0
795.49,4121,5011,0
1000,5181,5011,1
34.06,3971,5011,1
1.99,6741,5011,2
40,6031,5011,2
7.61,6441,5011,0
60,871,5011,2
48.72,101,5011,1
11.7,101,5011,1
60,1701,5011,0
175,5221,5011,2
16.73,9861,5011,0
21.85,5181,5011,2
75.01,3561,5011,1
38.6,4991,5011,0
25.68,191,5011,0
9.13,3971,5011,0
399.55,2281,5011,0
335.23,6991,5011,0
485.71,3001,5011,0
158.31,4671,5011,1
32.83,101,5011,2
149.98,4471,5011,2
11.2,1701,5011,1
25.38,9861,5011,1
5.06,1701,5011,0
91.21,101,5011,0
10,3561,5011,2
60.62,4021,5011,0
20.09,101,5011,2
69,5611,5011,2
79.45,3241,5011,0
53.97,8891,5011,0
107.32,9861,5011,0
4.3,1701,5011,0
75.94,9861,5011,2
50,9751,5011,0
41.02,101,5011,0
38.99,4991,5011,0
7.99,6161,5011,0
22.5,101,5011,0
28.26,101,5011,1
4,101,5011,0
15.74,3971,5011,2
212.31,9001,5011,0
104.5,8311,5011,0
4.29,6441,5011,0
4.69,101,5011,0
21.32,9861,5011,2
65.79,5181,5011,2
20.8,9751,5011,0
77.99,9861,5011,0
31,9371,5011,0
40.49,4571,5011,0
282,1581,5011,1
46.57,5181,5011,2
35.94,4431,5011,1
111.38,2271,5011,1
154.5,6991,5011,1
49.4,3561,5011,2
33.46,101,5011,0
15.56,9861,5011,0
54.77,9861,5011,0
13.01,101,5011,0
73.86,4571,5011,0
29.07,9861,5011,0
38,101,5011,0
13.85,9761,5011,2
21.33,9861,5011,2
60.97,101,5011,1
9.18,1701,5011,0
15,9671,5011,0
15.5,4361,5011,2
71.44,7091,5011,0
30,7481,5011,1
202.49,9861,5011,1
37.7,4991,5011,0
71.12,3561,5011,0
11.1,1701,5011,0
7.39,9861,5011,1
32.95,9861,5011,0
26,7741,5011,0
36.88,2271,5011,0
11.3,3971,5011,1
13.99,4021,5011,2
219,4071,5011,1
205.49,101,5011,0
15.24,161,5011,0
8.48,1701,5011,0
39.35,101,5011,2
95.96,4201,5011,1
19.65,4181,5011,0
412,9241,5011,1
10.25,3971,5011,0
12.39,251,5011,1
83.5,4131,5011,0
190.65,9861,5011,1
15,7091,5011,1
40.34,9001,5011,0
2.12,9761,5011,0
19.86,5181,5011,0
35.83,7281,5011,2
10.87,4671,5011,1
44.38,101,5011,0
8.11,3971,5011,0
48.92,9861,5011,1
561.81,6171,5011,0
24,2581,5011,0
0.99,9761,5011,0
38.99,4571,5011,2
406,6131,5011,2
70.59,5181,5011,0
118.89,4121,5011,1
129.43,5981,5011,0
309.21,6821,5011,0
10.05,5161,5011,0
20.6,251,5011,1
42.54,4431,5011,1
106.61,7221,5011,1
8.99,9861,5011,0
50,4431,5011,0
30.98,2551,5011,0
164.25,9861,5011,2
59.77,7111,5011,1
9.65,3971,5011,0
8.19,3971,5011,0
9.26,3971,5011,2
217.3,8921,5011,0
5.99,4571,5011,2
208,9861,5011,1
43.44,9861,5011,0
270.63,5041,5011,0
253.65,9081,5011,1
44,101,5011,0
15,3971,5011,2
84.21,101,5011,0
49.98,9861,5011,1
28.94,9861,5011,0
79.37,9311,5011,0
63.52,1701,5011,0
30.88,4571,5011,0
36.65,101,5011,0
58.12,2281,5011,0
18.55,5181,5011,1
9.14,3971,5011,0
17.25,4151,5011,1
656.58,9021,5011,0
11.99,441,5011,0
3.19,9761,5011,0
43.05,3561,5011,2
252.9,9861,5011,1
3.82,1701,5011,0
81.97,6171,5011,0
57.99,4991,5011,0
4.99,6141,5011,0
41.54,4111,5011,0
22.55,4281,5011,0
26.74,4281,5011,0
186.66,5181,5011,2
42.99,9861,5011,1
8.99,9761,5011,1
328.29,9021,5011,0
49.03,3561,5011,0
20.93,4151,5011,1
26.98,5181,5011,0
15.23,101,5011,2
53.79,4991,5011,1
11,3971,5011,1
700,2001,5011,0
626.76,8951,5011,0
675,1811,5011,1
980,4121,5011,0
31.4,3971,5011,0
25.14,5811,5011,0
169.63,101,5011,0
6.9,5161,5011,0
20,3601,5011,0
41.83,5181,5011,0
7.58,1701,5011,0
4.99,4701,5011,0
59.93,9861,5011,0
14.76,3971,5011,2
37.55,4151,5011,0
69.8,6961,5011,0
17.48,5181,5011,1
52.62,251,5011,0
454.3,9861,5011,0
4.53,1701,5011,1
2,3971,5011,0
9.26,3971,5011,0
975,7121,5011,0
127.7,1571,5011,1
51.6,3561,5011,0
22.46,3971,5011,1
156.83,101,5011,1
23.81,4571,5011,0
13.18,3971,5011,1
18.44,9761,5011,2
105,6131,5011,0
278,7571,5011,0
1966.24,9861,5011,1
39.1,4991,5011,0
19.97,9861,5011,2
125.93,5521,5011,0
8823.44,5991,5011,0
14.92,981,5011,0
25,1701,5011,1
28.07,3971,5011,0
9.57,1701,5011,0
24.86,9861,5011,0
538.94,4121,5011,0
266.41,4281,5011,1
5,3971,5011,1
24.59,2281,5011,1
54.43,5181,5011,0
308.1,9861,5011,0
63.96,5041,5011,0
11.17,1701,5011,0
203.7,7571,5011,0
16.26,1701,5011,0
290.04,6961,5011,1
217.95,8951,5011,0
66.77,5181,5011,1
125,9241,5011,2
41.5,9861,5011,2
50,3351,5011,0
10,9241,5011,0
54.2,251,5011,0
15.45,3971,5011,2
87,7091,5011,0
362.36,3621,5011,0
3995,1811,5011,2
21.48,1701,5011,0
31.5,101,5011,2
76.99,9861,5011,0
373.7,4071,5011,2
7.77,4601,5011,0
17.34,1701,5011,0
7.88,3971,5011,1
135.98,191,5011,0
187.72,351,5011,2
67.64,351,5011,0
705.76,6171,5011,0
40,3561,5011,0
4842.6,101,5011,2
219.2,4141,5011,1
8,9861,5011,1
126.33,101,5011,0
536.55,3241,5011,2
195,101,5011,0
320,3971,5011,1
99,9861,5011,0
9.99,9761,5011,0
2.23,9861,5011,0
10.63,3971,5011,0
67.65,3971,5011,0
40.42,6581,5011,0
20,3561,5011,1
5.06,6441,5011,0
447.86,6171,5011,0
6.5,101,5011,0
91.84,3971,5011,0
5.48,4371,5011,1
37.7,3561,5011,0
70.02,1701,5011,0
9.99,9761,5011,0
91.52,9861,5011,1
36.99,5611,5011,0
27.41,9981,5011,0
68.87,4571,5011,1
875,6581,5011,1
309,6741,5011,1
9.99,9761,5011,0
9.95,6141,5011,0
3297.52,6131,5011,0
9.82,9711,5011,0
32.58,191,5011,0
3.81,9861,5011,1
131.8,9861,5011,1
15.24,3431,5011,0
1529.07,2581,5011,1
7.92,1701,5011,0
4.9,6441,5011,2
0.5,3351,5011,0
2070.47,6171,5011,0
48,9671,5011,2
16.62,101,5011,0
5.35,3971,5011,1
1.99,6741,5011,1
325.54,4141,5011,0
3.02,9761,5011,1
2.99,9761,5011,0
301.25,6161,5011,1
25.49,5181,5011,0
9.23,4571,5011,1
112.59,101,5011,0
195.4,3981,5011,0
152.89,9331,5011,0
5,3971,5011,0
200,9751,5011,0
23.19,9861,5011,0
16.07,9861,5011,0
230,6031,5011,2
21.58,251,5011,1
5.34,3971,5011,2
130.94,5061,5011,1
20.39,9861,5011,0
11.26,9861,5011,0
63.17,3971,5011,1
43.44,9761,5011,2
13.05,3971,5011,0
10.67,3971,5011,0
103.61,4071,5011,1
19.91,6961,5011,1
28.09,101,5011,1
80,9391,5011,2
61.15,4571,5011,0
30.28,9861,5011,1
24.95,4141,5011,0
68.14,3971,5011,0
584.15,7941,5011,1
150.74,9861,5011,0
6.7,9751,5011,0
119.76,4641,5011,2
210.28,6171,5011,0
261.84,4601,5011,0
23.19,1211,5011,0
52.26,4581,5011,1
42.21,4991,5011,0
7.55,6771,5011,0
103.6,4571,5011,1
7.65,7561,5011,0
3.02,9761,5011,1
26.65,9861,5011,1
2.51,2171,5011,0
41.24,3971,5011,2
249.46,9861,5011,0
7.21,1701,5011,1
29.33,3971,5011,0
10.99,981,5011,1
802.5,101,5011,0
203.7,9861,5011,0
27.72,9861,5011,0
5.23,7111,5011,2
15.35,5181,5011,0
89.24,4571,5011,0
423.5,9861,5011,1
53.6,9101,5011,0
49.27,4141,5011,1
10.09,9761,5011,1
4479.25,2001,5011,0
9.95,6441,5011,2
1.25,1701,5011,0
86.46,4141,5011,0
1933.4,2281,5011,0
39.98,1701,5011,0
22.2,1701,5011,1
10,6161,5011,0
83.5,2581,5011,0
20.3,6161,5011,1
25,3601,5011,2
145.35,101,5011,0
46.41,3561,5011,0
10.75,3351,5011,0
27.04,9761,5011,0
25,3601,5011,2
4,5181,5011,1
5,9861,5011,2
78.46,191,5011,1
188,9671,5011,1
19.26,5181,5011,0
9.86,6441,5011,2
11.07,101,5011,0
150,101,5011,0
41.14,5611,5011,1
81.65,191,5011,2
36,5611,5011,1
19.21,441,5011,1
265.76,4141,5011,0
8.05,5161,5011,2
211.68,5181,5011,1
7.51,9761,5011,0
4.38,4601,5011,0
43.33,5181,5011,2
156.2,4991,5011,0
40.29,3971,5011,0
22.78,101,5011,1
26.56,4071,5011,0
41.2,101,5011,2
9.43,3971,5011,0
26,101,5011,2
10.09,821,5011,1
84.23,5181,5011,2
9.4,2171,5011,0
294.59,4281,5011,1
39.31,1701,5011,1
136.34,9861,5011,1
407.36,4631,5011,0
153,4121,5011,0
115.37,4671,5011,0
573.25,101,5011,0
5.29,1701,5011,0
54,4151,5011,1
11.92,9861,5011,0
220.86,5181,5011,0
18.01,3561,5011,2
8.76,1701,5011,1
22.85,9861,5011,2
79.62,441,5011,1
103,6991,5011,1
51,101,5011,0
10.65,9751,5011,1
35.85,3971,5011,0
15,9671,5011,1
35,9671,5011,1
19.27,4571,5011,1
7.38,5181,5011,1
70.92,7091,5011,0
32.64,4671,5011,0
14.88,9861,5011,1
34.09,9861,5011,1
21.17,1701,5011,0
500,9861,5011,2
179,6131,5011,0
65.33,191,5011,1
41.77,9861,5011,0
16.76,3971,5011,0
8.51,1701,5011,1
101.23,5181,5011,1
259,7091,5011,0
18,6031,5011,0
34.07,9861,5011,1
63.44,5181,5011,0
2.31,6441,5011,0
20.3,6581,5011,1
167.74,6171,5011,0
9.75,2581,5011,1
46.82,101,5011,0
34.77,101,5011,0
14.92,9861,5011,1
14.95,9761,5011,1
16.72,1701,5011,0
31.1,9861,5011,0
228.61,9861,5011,0
42.89,7281,5011,0
0.99,9761,5011,1
23.5,3971,5011,1
73.55,441,5011,0
49.23,9861,5011,1
1.03,3971,5011,0
64.15,4281,5011,1
19.07,4281,5011,1
121,2581,5011,2
9.18,9861,5011,1
6,3351,5011,0
78.15,191,5011,1
13.87,9861,5011,0
5,441,5011,2
92.63,101,5011,0
13.04,4571,5011,0
1.17,1701,5011,0
63.96,9761,5011,1
57.79,9861,5011,0
450,7131,5011,0
80,7721,5011,0
4.12,6441,5011,0
90.4,5061,5011,1
24,1021,5011,1
389.77,4131,5011,2
2190,4121,5011,1
55.39,4041,5011,2
84.47,251,5011,0
155.36,8921,5011,0
2.4,6441,5011,0
13.65,9751,5011,1
668.64,3241,5011,0
30.87,9861,5011,1
77.34,3971,5011,2
657.1,4671,5011,0
51.02,9861,5011,0
335.08,101,5011,0
63.85,9761,5011,1
85,7721,5011,0
515.58,7091,5011,0
75,3001,5011,1
34.75,8921,5011,0
47,4151,5011,1
125,6821,5011,0
326.56,9861,5011,0
83,7091,5011,0
90,4151,5011,1
294.81,6171,5011,2
98.18,9861,5011,1
171,4161,5011,0
1.1,1701,5011,0
52.37,4151,5011,1
14.95,9761,5011,1
104.2,1701,5011,0
88.88,7221,5011,0
761.03,5211,5011,0
58.54,9861,5011,0
25.45,4571,5011,1
10,9931,5011,1
11.95,9861,5011,0
67,3001,5011,0
10.09,821,5011,0
24.35,3971,5011,2
43.14,4571,5011,1
75,7721,5011,0
29.21,6991,5011,0
13.13,5181,5011,1
49.98,191,5011,2
595.16,2391,5011,1
20,4071,5011,1
25.56,3561,5011,0
40,2581,5011,0
38.37,191,5011,1
9850,9551,5011,0
63.3,9861,5011,1
9.95,6141,5011,1
107.99,9861,5011,0
8.15,3971,5011,2
312,7221,5011,1
71,3001,5011,0
40,9751,5011,1
88.5,6031,5011,2
4.25,1701,5011,1
297.48,2121,5011,0
75.01,101,5011,1
0.8,3351,5011,0
40.53,3971,5011,0
3.43,7111,5011,2
2.89,1701,5011,0
9.89,3561,5011,1
125,3601,5011,0
156.86,4071,5011,0
84.83,3001,5011,0
17.84,101,5011,0
9.27,3971,5011,0
61.97,4571,5011,0
420.09,9861,5011,1
32.52,251,5011,2
16.95,9861,5011,0
4,6441,5011,1
40,3351,5011,0
6.93,3971,5011,0
111.8,9861,5011,1
13.07,1701,5011,0
39.2,9861,5011,0
4.21,5061,5011,0
10.4,3971,5011,0
45.76,5181,5011,1
60,7721,5011,0
12.56,101,5011,1
1.9,2201,5011,0
138.15,6581,5011,1
8,101,5011,0
9.3,3971,5011,2
202.9,3981,5011,0
1.5,3351,5011,1
27.35,3971,5011,2
45,7651,5011,0
28.97,4571,5011,0
118.55,9861,5011,0
73.94,4291,5011,0
60.91,5161,5011,2
1.99,6741,5011,2
22.58,9861,5011,1
210.2,9861,5011,0
5.71,3971,5011,0
179.76,4651,5011,0
266.55,9861,5011,2
47.78,4071,5011,1
3.98,6441,5011,0
51.86,251,5011,1
3.1,1701,5011,0
84.52,101,5011,1
544.61,4641,5011,0
81.83,4571,5011,0
17.2,4371,5011,0
21.39,3971,5011,0
19.99,9861,5011,2
316.76,4141,5011,1
2.18,1701,5011,0
216.79,5221,5011,0
36.1,4401,5011,1
25.43,1701,5011,0
2.99,9761,5011,0
25,1701,5011,1
25,4131,5011,0
20.87,4071,5011,1
31.32,1701,5011,1
103.18,9761,5011,0
181.65,3981,5011,1
28.85,4991,5011,2
266.77,4651,5011,0
11.82,3971,5011,0
21,3431,5011,0
97.32,3991,5011,0
14.1,1701,5011,2
26.53,9861,5011,0
5.95,3971,5011,2
169.99,9861,5011,0
2.99,9761,5011,0
9.98,9761,5011,0
8.66,1701,5011,0
3.1,1701,5011,0
12.75,3891,5011,1
105.87,5181,5011,1
38.43,3561,5011,0
29.97,4071,5011,0
16,4371,5011,0
118.67,9861,5011,0
23.01,3561,5011,0
10,6741,5011,1
100,7131,5011,0
23.2,4571,5011,1
196.98,6161,5011,2
30.97,9761,5011,2
250.41,4431,5011,0
11.97,4651,5011,0
13.3,1701,5011,1
551.45,4271,5011,0
23.95,3431,5011,0
32.75,4571,5011,1
8.86,6441,5011,0
63.2,9861,5011,0
38.65,4571,5011,1
11.16,3971,5011,0
10.99,9861,5011,0
22.95,4571,5011,0
47.27,5181,5011,1
62.5,841,5011,0
38.69,9861,5011,0
56.98,9861,5011,2
310.17,8471,5011,2
21.1,9861,5011,0
49.14,5181,5011,2
10.77,3971,5011,0
2.1,1701,5011,0
191.62,101,5011,0
120.78,8701,5011,0
37.43,9861,5011,0
4.29,1021,5011,0
37.8,3971,5011,0
89.99,4151,5011,1
54.33,3971,5011,0
4,3971,5011,1
9.99,9761,5011,2
59.27,1571,5011,1
44.12,9861,5011,0
109.72,9671,5011,1
55.49,191,5011,2
96.44,4571,5011,0
71.04,3971,5011,0
38.13,3971,5011,1
30,5611,5011,2
11.1,981,5011,0
306.8,3981,5011,0
57.96,7281,5011,0
14.8,1701,5011,1
12.07,101,5011,1
175.85,9861,5011,0
22.51,9861,5011,0
78.37,101,5011,1
36,5611,5011,0
7.5,5161,5011,0
65,7721,5011,0
2.45,3971,5011,1
12.32,3971,5011,1
1050,9991,5011,0
40,5611,5011,0
39.96,3971,5011,1
18.66,251,5011,0
167.6,4571,5011,0
465,9351,5011,1
9.9,9751,5011,0
65.27,4071,5011,0
100,9071,5011,1
70,7721,5011,0
750,7221,5011,1
22.14,5181,5011,0
145.01,4151,5011,0
79.47,9861,5011,0
18,2581,5011,0
128.85,3971,5011,0
6.05,6441,5011,0
201,3001,5011,0
86.79,4201,5011,0
29.19,9861,5011,1
78.98,5621,5011,1
49.08,3561,5011,0
8.5,9751,5011,0
7.99,6161,5011,0
481.5,4121,5011,0
6.31,4571,5011,1
356,7591,5011,0
